# bond_length,   Energy(S0),        N(S0),   Energy(S1),        N(S1),   Energy(S2),        N(S2),   Energy(S3),        N(S3),   Energy(T0),        N(T0),   Energy(T1),        N(T1),   Energy(T2),        N(T2),   Energy(T3),        N(T3), 
     2.200000,    -7.953114,     0.019312,    -7.854117,     1.004938,    -7.824501,     0.075859,    -7.781533,     0.055343,    -7.840188,     0.068973,    -7.797948,     0.051999,    -7.796785,     0.036245,    -7.741007,     0.938579
     2.300000,    -7.965577,     0.021602,    -7.866625,     1.006037,    -7.837491,     0.081514,    -7.794866,     0.058499,    -7.853341,     0.073873,    -7.810816,     0.055345,    -7.809659,     0.039767,    -7.754029,     0.957327
     2.400000,    -7.975575,     0.024022,    -7.876680,     1.006761,    -7.848441,     0.087697,    -7.806102,     0.061871,    -7.864493,     0.078891,    -7.821609,     0.058898,    -7.820456,     0.043444,    -7.765056,     0.974683
     2.500000,    -7.983515,     0.026576,    -7.884691,     1.006979,    -7.857700,     0.094530,    -7.815596,     0.065476,    -7.873987,     0.084024,    -7.830676,     0.062659,    -7.829527,     0.047276,    -7.774436,     0.990163
     2.600000,    -7.989735,     0.029264,    -7.890997,     1.006478,    -7.865549,     0.102214,    -7.823640,     0.069334,    -7.882105,     0.089269,    -7.838303,     0.066630,    -7.837155,     0.051262,    -7.782451,     1.003662
     2.700000,    -7.994515,     0.032091,    -7.895881,     1.004914,    -7.872218,     0.111071,    -7.830471,     0.073465,    -7.889080,     0.094621,    -7.844724,     0.070812,    -7.843578,     0.055400,    -7.789332,     1.015276
     2.800000,    -7.998087,     0.035058,    -7.899582,     1.001727,    -7.877893,     0.121635,    -7.836287,     0.077889,    -7.895100,     0.100075,    -7.850136,     0.075205,    -7.848989,     0.059688,    -7.795269,     1.025193
     2.900000,    -8.000645,     0.038169,    -7.902302,     0.995976,    -7.882722,     0.134811,    -7.841250,     0.082632,    -7.900323,     0.105626,    -7.854701,     0.079806,    -7.853552,     0.064124,    -7.800416,     1.033613
     3.000000,    -8.002355,     0.041429,    -7.904219,     0.986036,    -7.886824,     0.152186,    -7.845548,     0.068099,    -7.904879,     0.111270,    -7.858553,     0.084616,    -7.857400,     0.068705,    -7.804905,     1.040718
     3.100000,    -8.003353,     0.044842,    -7.905491,     0.969007,    -7.890285,     0.176609,    -7.849264,     0.072780,    -7.908878,     0.117000,    -7.861806,     0.089631,    -7.860648,     0.073430,    -7.808842,     1.046646
     3.200000,    -8.003757,     0.048414,    -7.906271,     0.939665,    -7.893161,     0.213240,    -7.852477,     0.077604,    -7.912409,     0.122813,    -7.864557,     0.094849,    -7.863391,     0.078296,    -7.812319,     1.051492
     3.300000,    -8.003667,     0.052153,    -7.906717,     0.889102,    -7.895470,     0.270910,    -7.855267,     0.082570,    -7.915548,     0.128704,    -7.866886,     0.100268,    -7.865712,     0.083301,    -7.815411,     1.055298
     3.400000,    -8.003169,     0.056065,    -7.907007,     0.805399,    -7.897182,     0.361441,    -7.857700,     0.087676,    -7.918361,     0.134670,    -7.868862,     0.105885,    -7.867678,     0.088443,    -7.818183,     1.058054
     3.500000,    -8.002334,     0.060161,    -7.907337,     0.684075,    -7.898230,     0.489183,    -7.859836,     0.092920,    -7.920900,     0.140709,    -7.870545,     0.111696,    -7.869349,     0.093721,    -7.820689,     1.059687
     3.600000,    -8.001227,     0.064448,    -7.907853,     0.547173,    -7.898575,     0.631929,    -7.861722,     0.098302,    -7.923210,     0.146818,    -7.871983,     0.117698,    -7.870775,     0.099132,    -7.822977,     1.060054
     3.700000,    -7.999899,     0.068940,    -7.908581,     0.431892,    -7.898287,     0.752258,    -7.863399,     0.103820,    -7.925331,     0.152997,    -7.873220,     0.123887,    -7.871998,     0.104677,    -7.825087,     1.058917
     3.800000,    -7.998400,     0.073649,    -7.909445,     0.353550,    -7.897523,     0.834558,    -7.864904,     0.109474,    -7.927294,     0.159246,    -7.874292,     0.130260,    -7.873056,     0.110355,    -7.827055,     1.055917
     3.900000,    -7.996768,     0.078588,    -7.910357,     0.305449,    -7.896441,     0.885132,    -7.866266,     0.115263,    -7.929126,     0.165564,    -7.875231,     0.136811,    -7.873979,     0.116163,    -7.828912,     1.050524
     4.000000,    -7.995040,     0.083774,    -7.911261,     0.276875,    -7.895159,     0.914160,    -7.867511,     0.121186,    -7.930849,     0.171955,    -7.876063,     0.143536,    -7.874795,     0.122102,    -7.830686,     1.041975
     4.100000,    -7.993246,     0.089225,    -7.912127,     0.260129,    -7.893762,     0.928617,    -7.868660,     0.127245,    -7.932483,     0.178418,    -7.876810,     0.150428,    -7.875525,     0.128172,    -7.832405,     1.029185
